province,last_updated,data » date,data » change_cases,data » change_fatalities,data » change_tests,data » change_hospitalizations,data » change_criticals,data » change_recoveries,data » change_vaccinations,data » change_vaccinated,data » change_vaccines_distributed,data » total_cases,data » total_fatalities,data » total_tests,data » total_hospitalizations,data » total_criticals,data » total_recoveries,data » total_vaccinations,data » total_vaccinated,data » total_vaccines_distributed
,,12/05/2021,6198,52,127322,-73,-16,8142,346777,22899,348582,1305763,24766,33450304,3832,1329,1204321,16904709,1308290,20209634
,,13/05/2021,6637,59,127177,-49,1,7778,393170,27897,166630,1312400,24825,33577481,3783,1330,1212099,17297879,1336187,20376264
,,14/05/2021,5992,44,122628,-83,13,8002,436443,34192,7700,1318392,24869,33700109,3700,1343,1220101,17734322,1370379,20383964
,,15/05/2021,5713,39,106923,-79,3,6745,364492,25137,0,1324105,24908,33807032,3621,1346,1226846,18098814,1395516,20383964
,,16/05/2021,5393,40,91779,-288,4,6416,317066,15447,0,1329498,24948,33898811,3333,1350,1233262,18415880,1410963,20383964
,,17/05/2021,4589,35,91147,29,-18,8205,390023,13678,0,1334087,24983,33989958,3362,1332,1241467,18805903,1424641,20383964
,,18/05/2021,4041,35,80136,190,-11,6901,282895,26104,1378338,1338128,25018,34070094,3552,1321,1248368,19088798,1450745,21762302
,,19/05/2021,4242,48,109539,-120,-38,7331,355795,35273,415242,1342370,25066,34179633,3432,1283,1255699,19444593,1486018,22177544
,,20/05/2021,5062,45,113294,-131,-40,6653,396969,43523,758380,1347432,25111,34292927,3301,1243,1262352,19841562,1529541,22935924
,,21/05/2021,4675,51,105548,-119,-10,6624,488221,52057,611420,1352107,25162,34398475,3182,1233,1268976,20329783,1581598,23547344
,,22/05/2021,3999,41,90106,-112,-29,5668,388326,47995,383460,1356106,25203,34488581,3070,1204,1274644,20718109,1629593,23930804
,,23/05/2021,3740,28,76603,-182,-14,5460,308497,24034,8700,1359846,25231,34565184,2888,1190,1280104,21026606,1653627,23939504
,,24/05/2021,3148,42,53294,-86,-19,6406,354938,18916,0,1362994,25273,34618478,2802,1171,1286510,21381544,1672543,23939504
,,25/05/2021,2509,51,75140,35,3,5768,256179,23051,1456598,1365503,25324,34693618,2837,1174,1292278,21637723,1695594,25396102
,,26/05/2021,2590,37,65500,14,-25,5669,301323,48124,221030,1368093,25361,34759118,2851,1149,1297947,21939046,1743718,25617132
,,27/05/2021,2967,50,105783,-55,-41,5594,408267,64389,371402,1371060,25411,34864901,2796,1108,1303541,22347313,1808107,25988534
,,28/05/2021,3200,29,102032,-89,-30,5375,463396,70531,18000,1374260,25440,34966933,2707,1078,1308916,22810709,1878638,26006534
,,29/05/2021,2717,38,78106,-151,-28,4513,346320,70501,0,1376977,25478,35045039,2556,1050,1313429,23157029,1949139,26006534
,,30/05/2021,2475,34,68800,-236,-10,4074,315187,64380,0,1379452,25512,35113839,2320,1040,1317503,23472216,2013519,26006534
,,31/05/2021,2113,35,67414,-74,-8,4759,390181,65054,30770,1381565,25547,35181253,2246,1032,1322262,23862397,2078573,26037304
,,01/06/2021,1636,19,60850,62,-44,4209,306949,82954,1724808,1383201,25566,35242103,2308,988,1326471,24169346,2161527,27762112
,,02/06/2021,2064,46,87797,-136,-35,3905,352718,102259,387482,1385265,25612,35329900,2172,953,1330376,24522064,2263786,28149594
,,03/06/2021,2165,32,88964,-65,-55,3622,411460,139149,584080,1387430,25644,35418864,2107,898,1333998,24933524,2402935,28733674
,,04/06/2021,2063,35,75145,-97,-46,3243,463924,168879,145030,1389493,25679,35494009,2010,852,1337241,25397448,2571814,28878704
,,05/06/2021,1883,33,68320,-86,-18,2862,375039,143122,9100,1391376,25712,35562329,1924,834,1340103,25772487,2714936,28887804
,,06/06/2021,1517,12,57681,-84,-19,2522,322977,127267,5100,1392893,25724,35620010,1840,815,1342625,26095464,2842203,28892904
,,07/06/2021,1237,37,64596,-40,-9,2885,407964,153714,945818,1394130,25761,35684606,1800,806,1345510,26503428,2995917,29838722
,,08/06/2021,1267,30,47647,49,-28,2557,352219,189020,554622,1395397,25791,35732253,1849,778,1348067,26855647,3184937,30393344
,,09/06/2021,1390,52,86644,-75,-26,2498,402127,237058,157000,1396787,25843,35818897,1774,752,1350565,27257774,3421995,30550344
,,10/06/2021,1478,30,73178,-126,-19,2569,471790,296634,154280,1398265,25873,35892075,1648,733,1353134,27729564,3718629,30704624
,,11/06/2021,1440,13,76229,-63,-22,2271,510910,326695,728820,1399705,25886,35968304,1585,711,1355405,28240474,4045324,31433444
,,12/06/2021,1381,28,61853,-64,-30,2074,403968,287530,0,1401086,25914,36030157,1521,681,1357479,28644442,4332854,31433444
,,13/06/2021,1233,17,-97378,-119,9,1747,379089,261599,0,1402319,25931,35932779,1402,690,1359226,29023531,4594453,31433444
,,14/06/2021,956,14,216831,-19,-26,1935,447215,316562,3500,1403275,25945,36149610,1383,664,1361161,29470746,4911015,31436944
,,15/06/2021,818,27,37504,46,-40,2020,447106,329287,1489120,1404093,25972,36187114,1429,624,1363181,29917852,5240302,32926064
,,16/06/2021,1056,29,66953,-56,-15,1799,461774,363377,527060,1405149,26001,36254067,1373,609,1364980,30379626,5603679,33453124
,,17/06/2021,1100,11,107827,-78,-30,1803,505466,401406,414950,1406249,26012,36361894,1295,579,1366783,30885092,6005085,33868074
,,18/06/2021,1007,11,72964,-44,-7,1648,532255,435339,207840,1407256,26023,36434858,1251,572,1368431,31417347,6440424,34075914
,,19/06/2021,940,31,33408,-66,-27,1392,419031,352075,469140,1408196,26054,36468266,1185,545,1369823,31836378,6792499,34545054
,,20/06/2021,810,22,29167,-81,2,1159,352896,291666,334006,1409006,26076,36497433,1104,547,1370982,32189274,7084165,34879060
,,21/06/2021,588,11,101973,-36,-9,1491,408790,327801,497700,1409594,26087,36599406,1068,538,1372473,32598064,7411966,35376760
,,22/06/2021,607,68,44505,34,-18,722,472576,407159,1660880,1410201,26155,36643911,1102,520,1373195,33070640,7819125,37037640
,,23/06/2021,717,20,43207,-46,-6,1896,514726,454884,632380,1410918,26175,36687118,1056,514,1375091,33585366,8274009,37670020
,,24/06/2021,721,17,69069,-40,-23,1007,589205,520455,1473774,1411639,26192,36756187,1016,491,1376098,34174571,8794464,39143794
,,25/06/2021,674,5,97093,-38,-13,793,520404,460506,3538508,1412313,26197,36853280,978,478,1376891,34694975,9254970,42682302
,,26/06/2021,689,17,33588,-11,-1,809,440846,397537,0,1413002,26214,36886868,967,477,1377700,35135821,9652507,42682302
,,27/06/2021,679,13,25343,-66,2,620,360000,317577,0,1413681,26227,36912211,901,479,1378320,35495821,9970084,42682302
,,28/06/2021,440,11,93988,-7,-21,1730,703726,619170,159200,1414121,26238,37006199,894,458,1380050,36199547,10589254,42841502
,,29/06/2021,578,35,29713,14,-20,936,576665,520529,1873740,1414699,26273,37035912,908,438,1380986,36776212,11109783,44715242
,,30/06/2021,587,22,67485,-28,-4,914,608608,552275,1119408,1415286,26295,37103397,880,434,1381900,37384820,11662058,45834650
,,01/07/2021,415,19,39048,-7,1,290,431553,402174,0,1415701,26314,37142445,873,435,1382190,37816373,12064232,45834650
,,02/07/2021,603,24,68381,-119,-31,1443,601426,531708,2954588,1416304,26338,37210826,754,404,1383633,38417799,12595940,48789238
,,03/07/2021,385,10,23182,19,-17,392,359243,329680,0,1416689,26348,37234008,773,387,1384025,38777042,12925620,48789238
,,04/07/2021,360,12,21300,-59,-7,391,321859,290800,0,1417049,26360,37255308,714,380,1384416,39098901,13216420,48789238
